NAME	1971q1	1971q2	1971q3	1971q4	1972q1	1972q2	1972q3	1972q4	1973q1	1973q2	1973q3	1973q4	1974q1	1974q2	1974q3	1974q4	1975q1	1975q2	1975q3	1975q4	1976q1	1976q2	1976q3	1976q4	1977q1	1977q2	1977q3	1977q4	1978q1	1978q2	1978q3	1978q4	1979q1	1979q2	1979q3	1979q4	1980q1	1980q2	1980q3	1980q4	1981q1	1981q2	1981q3	1981q4	1982q1	1982q2	1982q3	1982q4	1983q1	1983q2	1983q3	1983q4	1984q1	1984q2	1984q3	1984q4	1985q1	1985q2	1985q3	1985q4	1986q1	1986q2	1986q3	1986q4	1987q1	1987q2	1987q3	1987q4	1988q1	1988q2	1988q3	1988q4	1989q1	1989q2	1989q3	1989q4	1990q1	1990q2	1990q3	1990q4	1991q1	1991q2	1991q3	1991q4	1992q1	1992q2	1992q3	1992q4	1993q1	1993q2	1993q3	1993q4	1994q1	1994q2	1994q3	1994q4	1995q1	1995q2	1995q3	1995q4	1996q1	1996q2	1996q3	1996q4	1997q1	1997q2	1997q3	1997q4	1998q1	1998q2	1998q3	1998q4	1999q1	1999q2	1999q3	1999q4	2000q1	2000q2	2000q3	2000q4	2001q1	2001q2	2001q3	2001q4	2002q1	2002q2	2002q3	2002q4	2003q1	2003q2	2003q3	2003q4	2004q1	2004q2	2004q3	2004q4	2005q1	2005q2	2005q3	2005q4	2006q1	2006q2	2006q3	2006q4	2007q1	2007q2	2007q3	2007q4	2008q1	2008q2	2008q3	2008q4	2009q1	2009q2	2009q3	2009q4	2010q1	2010q2	2010q3	2010q4	2011q1	2011q2	2011q3	2011q4	2012q1	2012q2	2012q3	2012q4	2013q1	2013q2	2013q3	2013q4	2014q1	2014q2	2014q3	2014q4	2015q1	2015q2	2015q3	2015q4	2016q1	2016q2	2016q3	2016q4	2017q1	2017q2	2017q3
NCP	0.4317596	0.4398645	0.4483462	0.4549433	0.461363	0.4700113	0.4795043	0.4866768	0.496059	0.5097718	0.5248727	0.5424638	0.5665079	0.5875645	0.6050357	0.6253531	0.641027	0.6529225	0.666968	0.6851482	0.7018729	0.7128091	0.7219631	0.7406754	0.751762	0.7722417	0.791667	0.8081602	0.8218696	0.8339117	0.8455294	0.8567825	0.8689145	0.8877771	0.9155105	0.9396515	0.9683938	0.9932962	1.00977	1.02854	1.060383	1.101741	1.131454	1.157459	1.187586	1.210994	1.242603	1.27085	1.280104	1.289939	1.310737	1.334002	1.35734	1.373177	1.390614	1.408266	1.42924	1.446793	1.451395	1.460861	1.453042	1.451645	1.458363	1.465225	1.475757	1.494516	1.512519	1.527075	1.551892	1.571145	1.586131	1.603927	1.630936	1.655347	1.669402	1.687976	1.694837	1.700508	1.720015	1.734329	1.739579	1.749971	1.763872	1.775489	1.7827	1.792556	1.794854	1.803273	1.810891	1.816063	1.823364	1.829256	1.834718	1.843818	1.855367	1.863485	1.875146	1.882868	1.886839	1.89626	1.906194	1.916872	1.926119	1.939121	1.949707	1.957487	1.973624	1.979818	1.984328	1.98981	1.996807	2.004581	2.012668	2.024164	2.044215	2.062695	2.080072	2.093535	2.106065	2.122583	2.130197	2.14906	2.156708	2.166375	2.186114	2.197812	2.210563	2.22394	2.246552	2.249736	2.254008	2.267309	2.274512	2.281629	2.287273	2.29864	2.30681	2.323516	2.341166	2.35193	2.358096	2.37304	2.388733	2.394145	2.404207	2.414336	2.421474	2.456236	2.485806	2.508639	2.530242	2.534198	2.545589	2.562885	2.575264	2.58592	2.597349	2.610151	2.625518	2.643502	2.661464	2.684593	2.693499	2.702453	2.72227	2.727329	2.74299	2.74991	2.752501	2.75422	2.759603	2.770354	2.773677	2.777161	2.782232	2.788644	2.787526	2.798658	2.802032	2.803478	2.804716	2.810224	2.81278	2.820298	2.832978	2.836383	2.860772
NCP_HICP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5700986	0.5942046	0.6107881	0.6353315	0.6503992	0.6615323	0.6708492	0.6886545	0.7018456	0.7135969	0.7219185	0.7393528	0.7504885	0.7735221	0.8023337	0.8099042	0.8216573	0.8329361	0.8421143	0.8548497	0.8633049	0.8827639	0.9110764	0.9398	0.9710217	0.994377	1.005696	1.028906	1.072692	1.095878	1.126312	1.14688	1.176491	1.20678	1.235526	1.261491	1.273153	1.284447	1.301949	1.319778	1.338008	1.353766	1.372064	1.391537	1.415662	1.433316	1.437742	1.450253	1.446818	1.444891	1.449879	1.458588	1.473247	1.494664	1.511303	1.52818	1.551819	1.57194	1.587535	1.60568	1.6308	1.655604	1.667719	1.687784	1.696156	1.703596	1.726267	1.739725	1.748454	1.756667	1.771402	1.783279	1.79049	1.803024	1.807158	1.817855	1.821573	1.82588	1.834889	1.839363	1.846954	1.854321	1.861772	1.869921	1.882005	1.891324	1.893214	1.90484	1.911381	1.923096	1.932256	1.944154	1.953128	1.960565	1.97557	1.981107	1.985281	1.992815	1.999661	2.005087	2.010091	2.023878	2.042857	2.059706	2.071552	2.086267	2.097466	2.114956	2.120253	2.139126	2.145427	2.155126	2.173847	2.184464	2.197673	2.209938	2.230961	2.233123	2.235963	2.247836	2.254056	2.259634	2.26375	2.273576	2.280024	2.295773	2.312053	2.321986	2.328805	2.343532	2.358617	2.362317	2.372251	2.38213	2.38775	2.424357	2.455451	2.477362	2.499235	2.501589	2.507769	2.521111	2.532689	2.539998	2.551327	2.562127	2.578017	2.594952	2.611669	2.633074	2.641216	2.648568	2.668846	2.670776	2.686532	2.691821	2.69346	2.691552	2.695356	2.704651	2.703198	2.703434	2.706546	2.709507	2.705952	2.716386	2.718251	2.717226	2.713465	2.718241	2.718784	2.724512	2.736347	2.74047	2.766188
NVRF	11.31799	10.041	9.93	11.839	12.836	12.119	11.776	12.62	13.79899	14.04599	12.66399	15.38199	12.91199	11.98999	11.80999	12.77099	11.51999	11.82799	12.53299	12.59799	9.501999	10.02699	7.456999	12.04599	15.47099	19.775	19.374	16.755	19.865	22.705	23.71	25.153	30.105	28.789	21.347	24.743	17.716	19.983	23.907	25.433	24.019	22.643	19.806	20.582	18.095	17.761	15.98799	18.358	20.452	25.966	29.705	30.807	27.819	26.824	34.391	26.953	37.014	43.35699	42.548	44.085	34.578	28.655	25.177	27.268	40.945	57.10899	58.33799	57.27399	64.33599	73.70899	73.059	65.966	53.728	51.939	45.387	38.306	52.717	55.584	58.702	59.868	54.61	51.911	47.685	39.03	36.383	38.124	31.898	37.902	50.075	53.333	61.361	62.743	53.513	52.706	50.228	42.067	44.911	44.33	56.254	51.579	69.734	70.671	68.073	68.586	78.54	94.172	102.432	112.368	123.686	102.034	80.396	84.645	125.956	144.353	152.737	149.796	122.9729	106.9634	92.20555	106.4698	99.97049	103.7574	127.5385	129.1259	156.8625	162.0806	184.608	177.9945	182.261	217.894	211.8907	208.103	199.6293	211.7531	209.144	201.8699	219.2323	220.4452	209.6372	192.6772	166.5242	166.9602	164.3022	155.9502	165.4662	162.3202	168.8522	150.9272	163.8572	148.8032	144.2722	196.8042	244.8522	314.4042	377.9722	373.2122	401.3202	422.4712	415.4452	402.7512	438.0092	440.8972	474.4162	465.8602	467.1812	495.7912	497.6362	488.1122	466.0042	474.7352	475.3042	469.9992	443.1342	422.3812	426.5112	430.9342	721.3282	610.3982	497.7852	419.0392	396.5182	436.4282	433.9062	435.7072	448.2722	448.0542	448.4362
OASF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.072	0.144	0.216	0.287	0.466	0.645	0.824	1.003	1.201	1.399	1.597	1.796	2.044	2.207	2.442	2.962	3.326	3.801	4.117	4.546	4.851	5.195	5.706	5.877	6.12	6.522	6.966	7.665	7.925	8.473	8.875	9.428	9.389	8.864	9.639	11.238	12.171	12.945	13.644	15.065	13.421	18.756	20.047	21.977	27.123	29.229	33.689	34.845	34.8486	34.8499	34.8454	34.8411	34.8385	34.8375	34.8376	34.8364	34.8366	34.8366	34.8365	34.8364	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365	34.8365
OBZK	NA	4.117849	4.295965	4.475449	4.538817	4.718051	4.870223	2.837783	2.91989	3.104317	3.171848	3.24526	3.287957	3.173373	3.528412	4.044892	4.721077	4.915269	5.280228	5.461138	5.50711	5.466137	5.499111	5.732876	5.926415	6.337464	6.604053	7.171065	8.145166	9.177405	10.81082	11.58497	13.61692	15.38608	16.20072	16.99316	17.16681	18.22447	19.53019	20.93	21.54789	21.75393	21.54528	23.54698	25.46721	25.97159	27.45915	30.64808	37.24065	42.27607	42.44695	45.15265	47.22813	47.28799	47.58116	48.74189	50.42528	55.51751	60.40112	61.97049	67.16573	68.75072	66.02738	66.50159	67.23251	68.54868	70.38374	69.44006	78.73563	75.95567	79.17294	82.57204	83.65524	84.83495	86.5033	84.10448	84.28557	87.64843	89.15923	89.39731	93.6792	96.59106	98.68257	100.9196	103.0698	103.2242	100.2737	101.9029	106.1353	115.4458	117.6084	123.3509	126.9348	121.2069	114.9874	111.7762	113.0371	117.7664	122.7613	129.1481	132.0207	135.9894	139.2778	142.1818	146.7406	150.2998	151.8754	152.1709	157.3501	163.4075	164.0559	167.7523	171.2334	169.0946	160.6417	159.7879	153.3003	151.1607	149.2946	149.1454	143.4063	140.517	134.6252	121.5251	123.1379	122.6411	124.4314	125.5756	128.256	129.2988	128.6235	124.9524	127.8348	133.9654	137.5959	127.5912	116.8796	91.69299	88.96114	96.43786	149.2279	154.8184	148.8755	147.5624	143.7355	131.7095	133.8712	33.74141	34.47486	30.03693	24.59352	32.55866	50.5006	79.86361	95.20652	92.99582	108.2965	110.0436	110.7118	108.9987	106.9315	106.2009	108.5689	109.6439	112.0947	113.9273	114.9831	114.482	115.0442	116.2298	114.3975	114.247	115.4117	116.4736	116.6903	116.9463	119.5648	119.2223	118.1275	118.2523	133.7421	135.3127	137.9244	143.5951	158.8191	158.2257	166.947
OBZZ	1.853478	1.988056	2.152868	2.302337	2.489488	2.625777	2.777923	0.725063	1.016278	1.238739	1.501924	1.688113	1.956428	2.197528	2.442286	2.638253	2.951484	3.147347	3.406157	3.621373	4.015423	4.298875	4.537982	4.81532	5.146134	5.466068	5.924281	6.609269	7.551872	8.738167	10.1874	11.4836	12.88089	14.59624	16.05415	17.00682	17.95473	19.41394	20.34782	20.93	21.68783	22.63618	23.3202	24.30035	27.22305	28.42585	29.65585	31.49435	33.35475	34.86205	35.79365	37.26945	39.59595	41.28685	42.32695	42.94265	42.87632	45.60468	47.76707	48.83182	52.75785	54.95153	56.40712	57.96977	60.42596	61.41167	63.99575	63.91785	69.85557	67.4063	68.64252	70.94889	72.77152	74.91434	76.56705	77.3467	79.49465	81.42275	83.5911	84.5647	86.68535	88.53199	91.16704	93.00571	95.1226	96.31833	96.27538	96.51761	100.1109	104.3251	105.2591	108.4945	110.333	108.3947	106.738	104.6756	106.3126	109.3416	112.6875	116.9922	118.1709	121.8376	124.9877	126.0272	129.2522	133.3887	134.6062	136.1371	139.5145	145.8408	145.9366	149.1945	150.7842	148.7606	145.9928	147.6417	142.8693	142.5178	142.9082	141.6192	133.9111	131.7875	125.1819	110.7312	113.3374	113.4899	113.4019	113.8295	113.9309	113.7208	114.2136	112.0923	112.4669	119.4988	122.8787	114.077	101.7666	75.50832	72.81281	82.6737	136.1381	145.1033	140.4573	140.9252	138.5161	129.1742	132.7265	33.07692	33.54861	30.09389	25.03664	32.87774	49.39124	77.84969	91.66638	90.35579	103.6361	103.1777	103.3269	104.0539	103.2961	103.1832	103.3869	103.7266	104.8528	105.4502	105.8209	106.3565	107.4124	108.0102	108.2286	108.7071	109.4604	110.0339	110.2226	110.7052	111.4988	112.1979	112.7959	113.2704	128.9518	129.3021	131.4349	138.8914	154.7437	153.7675	163.0383
OIND	60.08285	62.7339	63.45916	65.51344	67.06779	69.5554	72.73611	72.90263	75.07461	75.96095	80.62851	83.82619	88.95196	96.07616	91.47642	98.05032	93.79807	95.3573	99.4519	98.28166	105.2795	113.4908	116.6245	122.0524	123.0596	125.5314	132.9821	132.4637	138.8905	144.4068	149.8785	153.3299	155.4777	160.9365	165.5941	175.0606	180.2601	177.308	178.9151	185.9683	187.8354	193.6381	194.7938	199.3895	205.3602	211.901	215.6419	217.016	223.6313	230.1892	241.0258	242.9925	251.1473	259.4652	255.0285	264.1714	274.1685	276.595	293.3716	298.9285	313.7505	321.3979	325.3253	330.9269	335.526	345.4124	353.3586	362.0675	364.829	365.2134	375.1908	383.2078	379.6937	389.1893	388.3715	394.0623	383.7591	389.2602	384.0685	401.3663	391.1212	394.8449	401.1391	415.5464	428.0997	441.7182	432.1052	419.8121	451.2081	447.1523	442.5291	434.9022	452.1731	467.2165	497.6551	523.015	463.5193	489.7356	517.3165	533.8096	493.5588	520.2474	554.6726	573.4846	572.8041	546.5972	540.9901	586.106	548.2442	565.7389	598.0701	651.5961	617.4623	620.8757	628.3723	642.0061	655.3135	659.3432	674.9006	674.2165	673.3104	681.975	684.3082	692.3034	688.5302	689.8514	700.8818	702.3261	698.4952	710.4013	721.4176	734.9673	757.91	766.3909	775.4978	797.7133	828.5981	837.1034	848.962	862.0256	861.1082	881.454	879.8735	881.6768	898.8339	899.9337	915.7325	917.927	913.9292	933.878	917.0009	931.6957	863.8353	887.666	885.2787	858.4481	917.9384	911.5571	925.393	931.2886	931.3987	939.6956	945.0925	952.3229	974.0422	967.8109	972.798	982.5076	1010.232	1008.554	1000.279	1012.025	1049.611	1067.167	1087.981	1105.198	1013.612	1030.213	1046.21	1073.889	1044.676	1059.071	1045.098	1065.606	1062.955	1073.245	1055.275
OMKOSTLED	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.492793	1.532525	1.609049	1.580441	1.563901	1.589992	1.514401	1.546576	1.525797	1.560646	1.550409	1.536715	1.493674	1.526606	1.511603	1.598005	1.554464	1.58962	1.572628	1.606665	1.545904	1.594738	1.567848	1.629709	1.599399	1.654825	1.567478	1.583095	1.583157	1.579318	1.64203	1.661709	1.659244	1.712449	1.681492	1.668735	1.591338	1.594401	1.486203	1.529379	1.461304	1.494381	1.449711	1.472923	1.383067	1.423345	1.294961	1.37933	1.334745	1.359097	1.258893	1.289661	1.32299	1.39617	1.296445	1.411354	1.376419	1.427254	1.351341	1.42769	1.39256	1.415646	1.32867	1.38165	1.327817	1.343776	1.245642	1.261934	1.228372	1.254225	1.215285	1.221812	1.208618	1.217883	1.227592	1.239306	1.205389	1.196977	1.177546	1.183923	1.197169	1.249215	1.288019	1.314324	1.287463	1.308971	1.299167	1.286002	1.279158	1.274279	1.276604	1.262181	1.262826	1.264349	1.266779	1.2959	1.295775	1.332606	1.379381	1.370826	1.351517	1.386522	1.398573	1.338943	1.343359	1.337712	1.372783	1.405316	1.411008	1.396959	1.401728	1.404023	1.382741	1.389788	1.390811	1.353163	1.327437	1.339563	1.344515	1.318801	1.296321	1.307538	1.293639	1.25898	1.178769	1.182204	1.157257	1.134328	1.117231	1.132479	1.123758	1.088727	1.079126	1.080069	1.052677	1.038041	1.036218	1.057067	0.997317	1.046485	1.089164	1.129439	1.125631	1.102759	1.071859	1.075618	1.078689	1.122224	1.128636	1.127413	1.151302	1.126031	1.089142	1.101543	1.126148	1.111771	1.090626	1.102308	1.107325	1.11728	1.113555	1.120875	1.123993	1.119001	1.124359	1.146262	1.13866	1.143604	1.128086	1.145904	1.143018	1.142758	1.136483	1.145559
ORLOV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08833333	0.822	2.065	3.123333	4.503667	7.827	18.08482	37.56291	60.16973	75.24442	83.01467	80.79073	72.96811	75.72514	71.13258	68.84712	57.05186	54.2652	50.44852	46.80639	42.82999	42.21192	41.26379	42.26095	39.79625	41.94894	38.09463	35.21302	31.32185	28.15422	26.85333	23.23869	23.16064	23.57012	25.40509	24.94505	22.98552	20.11869	19.58269	20.56635	17.47134	10.89591	7.04575	4.610161	4.450517	3.684895	2.962596	2.861114	3.798238	3.790241	3.470206	3.254427	3.451794	3.24094	3.098883	2.841413	2.641844	2.881506	2.844943	2.763236	3.144976	2.751523	2.581978	2.443023	2.392848	2.127215	2.028079	1.73961	1.419947	1.329523	0.7693729	0.2348588	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
OTIME	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1089.755	1062.512	1062.512	1062.512	1062.512	1062.512	1062.512	1062.512	1035.268	1035.268	1035.268	1035.268	1035.268	1035.268	1035.268	1035.268	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1008.023	1006.012	1004.003	1004.003	1004.003	1001.999	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
OUDG	55.63492	56.28782	59.00183	60.38519	62.53836	64.40814	66.11919	66.55435	67.66334	70.46466	72.86459	75.55312	82.67087	87.29639	90.16354	95.6786	97.99612	99.90338	102.9009	105.2712	109.6979	114.6804	119.3779	122.5756	124.4163	128.0739	133.7068	138.9255	142.5255	147.8907	152.0759	157.759	163.6939	169.6082	175.6168	182.1355	186.158	192.4172	198.6141	203.1722	210.9135	219.5954	227.0586	238.8465	247.2081	257.2323	263.8583	274.2416	276.0373	276.6979	277.268	279.9472	280.7129	280.7724	285.243	292.5166	297.7853	303.2595	306.0227	304.7153	303.4783	308.4411	306.5685	313.4422	324.0428	335.7941	344.1526	347.7144	358.6737	367.7191	373.7669	381.8146	392.1928	393.5742	396.1506	391.8354	410.7975	402.8807	397.5468	400.102	422.7004	425.8813	431.1273	427.337	434.5316	463.1219	452.5063	466.4985	476.5736	480.7352	481.1077	473.7658	498.1088	518.1335	526.1794	540.7985	513.4479	540.3085	546.2754	554.4324	512.208	547.0651	572.0598	618.8116	540.3796	574.1219	592.4928	594.5181	596.7899	595.0607	594.0003	596.2302	597.2833	611.9412	625.0186	631.3323	633.5528	638.3672	641.1785	650.4946	654.7695	661.6497	668.8417	684.0433	684.3168	692.6206	700.7104	704.814	704.7267	721.1788	720.0443	726.9782	737.4048	734.9961	748.5822	751.6494	763.9976	763.7883	768.8259	765.7319	775.3069	785.5724	794.7159	812.9351	806.4088	811.4332	831.5903	833.8074	871.733	851.4144	864.0733	880.5518	899.7676	913.3285	930.6851	944.2366	964.9648	976.4844	969.8019	971.2284	944.8901	992.4848	979.27	1003.717	997.0825	1084.816	1044.906	1034.938	1021.067	1035.555	1041.082	1028.768	1049.579	1050.232	1052.914	1066.53	1073.773	1060.214	1073.635	1075.583	1063.59	1062.762	1077.845	1044.033	1052.408	1070.412	1077.369
OWPK	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.916141	-1.670897	0.2271364	-4.66211	-7.880401	4.334335	8.796518	9.691221	-2.778049	0.3419637	-4.198812	-4.178723	-2.632957	0.9159526	5.477884	-0.7222989	3.862129	-1.036195	1.160303	9.463397	0.2000505	12.06391	-4.980616	22.27732	3.992616	-9.498571	-4.742806	-4.226284	-2.931739	10.21668	13.46991	4.134528	-6.995793	-9.268368	22.62607	-2.903289	-9.344332	4.138979	24.48403	86.67939	42.48092	-44.16286	-9.213962	13.69912	-16.47327	-7.535382	-1.895499	40.94029	30.89963	29.3057	-29.27479	49.71482	5.827963	-54.39369	-25.63206	8.569298	19.07534	17.54388	-29.41905	85.44705	-41.22207	17.22333	-29.99636	35.1176	16.10327	26.24629	-67.15381	3.332004	31.21749	13.42248	-33.50507	53.65776	8.334434	6.318232	-42.46779	12.09102	9.684696	-35.18232	31.93147	-18.54001	41.61485	-17.81775	29.22779	101.3348	4.826101	5.587586	-91.72049	-76.05941	30.09238	35.52	39.06164	107.1454	36.09852	16.57567	-37.07154	126.3284	193.8269	8.831479	-62.18911	151.8098	-2.830657	-36.03051	6.222133	141.9023	52.68044	-36.42109	108.636	88.10133	-31.42222	91.37183	-15.48313	-35.56598	-1.526285	-263.9467	143.4918	106.4951	-128.0027	-93.51543	37.22118	5.113455	94.99364	11.3664	26.27154	227.1882	-53.43542	103.6587	81.20451	140.9687	302.1594	172.0313	88.86324	-100.5165	-191.0351	248.7296	81.05283	-3.968894	-115.2338	23.65669	-52.37197	100.5916	-233.0709	-59.09335	22.6053	-194.4129	-89.82076	255.5331	76.45067	265.356	260.3197	177.4395	-172.5525	-36.7243	24.64716	503.7651	108.1591	160.4124	177.4224	192.1587	116.1892	249.5165	-223.7287	-11.04102	-141.2053	317.6128	247.1373	195.0068	230.5249	757.9113	-532.9756	-85.60178	32.56326	-16.4469	253.2288	130.3615	-101.2127	81.56184	-28.39879	65.63635
OWPP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.11723	14.16152	26.94746	-7.652915	21.62218	16.4004	2.151592	25.67325	30.13979	33.28086	4.32545	5.310365	34.66836	25.28309	30.12194	-15.14151	153.6198	26.80375	39.52824	19.08698	38.41332	34.65566	25.40627	-12.95599	72.09792	107.8136	11.24308	-14.03286	-98.04371	2.341887	-2.298995	31.71874	-51.2113	51.97933	52.78035	31.67665	53.02086	27.8455	57.4495	-1.160169	-57.04877	2.838064	-95.84878	65.41725	-26.80629	-59.134	-6.020679	2.883781	14.96505	7.505389	35.31723	7.899298	-111.8738	-35.90225	28.82631	32.69819	72.11259	73.03951	47.93687	6.169686	16.78799	-53.28175	66.7875	36.26553	-8.933266	-13.8461	40.55996	-18.90306	-266.1216	-32.08457	26.898	17.1239	110.2476	9.117232	112.2094	19.1257	-41.2583	93.42043	72.18295	-57.46649	-48.29414	24.60171	131.239	20.95461	-2.92639	51.39563	76.75004	33.10376	-127.5135	16.75215	84.34504	33.75022	120.6761	20.66343	52.27822	40.89875	-167.5357	-108.9569	15.04874	14.86726	423.7819	79.17986	22.36968	2.365756	39.63392	-20.47846	4.37377
PBZK	NA	12.68039	13.34162	14.67288	15.20812	16.43254	17.57901	21.60072	22.48243	23.76184	24.02257	24.64344	23.87626	22.17731	24.08666	27.23239	29.81086	30.0913	30.92306	31.0982	29.63366	30.52689	30.45196	32.16855	34.40866	36.81324	37.58329	38.457	42.00114	45.48879	49.46458	49.16736	54.46903	58.52116	57.88961	58.15647	57.33989	58.53421	62.18929	66.01799	68.53667	71.87853	74.18317	77.9696	77.33859	81.10912	86.24398	93.37252	112.2709	126.2241	128.6011	131.4241	139.5296	143.5249	149.4443	155.0506	168.9513	180.5751	193.3001	194.3301	199.967	202.2817	195.2197	198.8443	208.5376	214.1002	225.3668	225.2349	244.5581	247.5559	255.0483	257.419	259.129	263.0488	265.1386	257.6546	271.0493	281.0829	287.3485	283.7367	299.9106	309.9756	306.2398	307.3977	309.7462	320.4006	314.746	321.8159	327.6667	346.0678	359.2134	388.6962	422.9187	413.0983	394.7508	412.5755	395.8061	402.687	410.2302	408.0668	429.7875	418.9856	417.6504	434.5973	445.5604	409.6778	425.7911	413.5521	424.2257	424.0139	425.5192	420.3626	434.6399	437.7192	452.2245	461.8333	451.2981	457.1155	445.6494	537.2169	477.6288	485.7961	453.2702	599.3561	432.9138	386.0283	458.7613	594.9327	486.5592	494.5323	489.5309	616.7714	459.6556	499.8016	516.6717	847.1561	584.9891	631.2005	654.4732	935.4788	497.0122	504.2253	526.2297	835.2317	489.471	517.6382	577.0462	1013.259	759.2231	705.2975	770.9912	1073.206	815.3548	869.1425	957.3687	1469.466	1036.665	1036.086	1166.428	1670.485	1234.238	1144.738	1383.905	1679.503	1545.023	1497.848	1618.619	1785.751	1589.804	1442.535	1578.23	1609.292	1569.868	1402.537	1579.498	1709.013	1679.771	1507.775	1443.939	1535.432	1477.219	1475.622	1545.801	1539.414	1435.252	1452.349	1462.233
