NAME	1971q1	1971q2	1971q3	1971q4	1972q1	1972q2	1972q3	1972q4	1973q1	1973q2	1973q3	1973q4	1974q1	1974q2	1974q3	1974q4	1975q1	1975q2	1975q3	1975q4	1976q1	1976q2	1976q3	1976q4	1977q1	1977q2	1977q3	1977q4	1978q1	1978q2	1978q3	1978q4	1979q1	1979q2	1979q3	1979q4	1980q1	1980q2	1980q3	1980q4	1981q1	1981q2	1981q3	1981q4	1982q1	1982q2	1982q3	1982q4	1983q1	1983q2	1983q3	1983q4	1984q1	1984q2	1984q3	1984q4	1985q1	1985q2	1985q3	1985q4	1986q1	1986q2	1986q3	1986q4	1987q1	1987q2	1987q3	1987q4	1988q1	1988q2	1988q3	1988q4	1989q1	1989q2	1989q3	1989q4	1990q1	1990q2	1990q3	1990q4	1991q1	1991q2	1991q3	1991q4	1992q1	1992q2	1992q3	1992q4	1993q1	1993q2	1993q3	1993q4	1994q1	1994q2	1994q3	1994q4	1995q1	1995q2	1995q3	1995q4	1996q1	1996q2	1996q3	1996q4	1997q1	1997q2	1997q3	1997q4	1998q1	1998q2	1998q3	1998q4	1999q1	1999q2	1999q3	1999q4	2000q1	2000q2	2000q3	2000q4	2001q1	2001q2	2001q3	2001q4	2002q1	2002q2	2002q3	2002q4	2003q1	2003q2	2003q3	2003q4	2004q1	2004q2	2004q3	2004q4	2005q1	2005q2	2005q3	2005q4	2006q1	2006q2	2006q3	2006q4	2007q1	2007q2	2007q3	2007q4	2008q1	2008q2	2008q3	2008q4	2009q1	2009q2	2009q3	2009q4	2010q1	2010q2	2010q3	2010q4	2011q1	2011q2	2011q3	2011q4	2012q1	2012q2	2012q3	2012q4	2013q1	2013q2	2013q3	2013q4	2014q1	2014q2	2014q3	2014q4	2015q1	2015q2	2015q3	2015q4	2016q1	2016q2	2016q3	2016q4	2017q1	2017q2	2017q3
FIOV	31.18985	30.57501	30.45824	30.70474	31.20765	31.76157	32.27717	32.67401	32.88669	33.11065	33.31459	33.48128	33.52383	33.66066	33.73479	33.80415	34.11715	34.29056	34.51011	34.77102	34.82372	35.04381	35.23592	35.39543	39.23957	35.9072	34.43589	34.48928	35.6529	36.87159	37.80334	38.23373	37.93372	38.04734	38.32185	38.74405	38.58189	38.96554	39.26505	39.60073	39.61884	39.88477	40.03727	40.11935	40.26407	40.2594	40.29683	40.37642	40.32001	40.35036	40.36401	40.37403	40.18477	40.12437	40.02312	39.87768	39.91537	39.92912	40.18243	40.5586	41.02023	41.03551	40.72472	39.81249	40.8262	40.82795	41.75898	43.34135	41.58387	42.64205	43.38801	43.78212	43.48196	43.5602	43.74276	44.01765	44.33099	44.65316	45.4988	46.74609	46.14094	46.33512	46.53807	46.73138	46.95176	47.34304	47.89585	48.62594	48.53027	48.63263	48.88459	49.33321	50.14458	50.77035	51.29954	51.73311	52.1307	52.39413	52.56102	52.64771	52.67881	52.71793	52.77711	52.87257	52.95285	53.07046	53.19752	53.29211	53.33615	53.49452	53.69327	53.93718	54.16813	54.39124	54.63372	54.87934	55.32293	55.46907	55.47053	55.33562	55.03596	54.93659	54.9486	54.98827	55.07807	55.08776	55.01658	54.85789	54.67498	54.55267	54.56596	54.72278	55.19912	55.55848	55.85729	56.04531	56.1735	56.04058	55.66335	55.02	54.06475	53.74403	53.86801	54.4738	55.40604	56.02142	56.11871	55.75206	54.73679	54.02674	53.57607	53.28747	53.67749	53.75375	53.93795	54.1965	54.51693	54.72114	54.75908	54.54028	54.41205	54.33946	54.21205	54.08295	53.90767	53.7487	53.70174	53.80668	53.9874	54.21038	54.40953	54.46968	54.27079	54.36455	54.51861	54.77536	55.06001	55.2973	55.48436	55.67824	55.79951	55.82049	55.87862	55.87994	56.16966	56.29142	56.32281
FIPB	NA	NA	NA	NA	32.112	34.04815	33.90244	33.62948	34.84563	36.06108	37.12965	39.12632	39.67971	38.66166	38.86216	37.94397	35.2739	32.62954	31.88283	31.26048	34.2324	37.57692	38.54909	40.83401	41.75548	42.24382	42.16843	43.39782	44.67405	44.19656	45.21772	44.56833	47.49146	45.24587	46.09167	43.59529	46.26762	45.0213	42.72534	40.32693	38.75102	36.10492	34.52486	34.89814	40.65191	45.42489	47.70192	46.39004	43.96198	44.03846	46.27976	46.48201	43.26765	44.39187	46.21843	47.038	50.2844	53.20597	55.31115	58.07279	61.9277	65.62027	70.37345	74.75748	71.90737	74.6151	76.63786	77.75582	69.89648	71.97486	72.13593	72.0839	73.81854	70.75896	68.69241	69.83163	72.55437	71.50658	70.00154	69.84019	61.13017	60.62492	62.36799	60.44544	63.59916	61.80688	60.89881	56.31031	66.18639	57.08179	49.29015	48.82602	52.87564	50.39104	51.17575	51.21476	52.34241	53.72512	56.26532	55.53379	52.83067	65.19753	66.79914	64.84529	61.36765	71.049	72.94932	72.17036	73.74117	69.24641	76.39479	78.85918	65.97299	66.55098	68.76794	69.68693	71.21133	74.21251	70.08897	68.21323	73.1554	72.22485	74.10497	73.72366	68.81409	68.1586	67.63406	66.28648	64.18874	63.69738	64.51755	68.2551	56.95981	58.35415	58.76389	60.90522	57.65467	57.30992	57.90294	59.75542	66.81544	71.14871	69.99229	67.93641	69.87003	66.91883	66.83703	69.66289	76.51039	69.42223	69.05858	63.91175	62.74308	56.91896	51.86656	49.9408	46.27291	47.45769	47.27503	44.85482	43.90223	46.20055	45.78627	46.33471	46.52194	44.83506	44.62683	44.48619	45.87147	48.44934	49.70356	51.55705	45.71955	45.64398	46.75312	47.22132	46.67911	47.79144	46.59837	48.40872	50.43041	49.31096	49.29151	49.23516	48.43812	48.61879	48.3851
FIPBXE	30.83396	31.1764	31.47936	31.75986	31.75518	33.74741	33.63812	33.36765	34.54063	35.72349	36.7721	38.75364	39.31305	38.31284	38.52222	37.62076	34.97416	32.35968	31.62869	31.02072	33.98166	37.29153	38.2261	40.44387	41.28868	41.73639	41.65754	42.90717	44.26623	43.83315	44.84878	44.16623	47.13085	44.89758	45.72682	43.23022	45.814	44.59428	42.40427	40.1845	38.70403	35.79748	33.52178	32.758	36.86055	40.42571	41.92084	40.25979	37.89862	38.31282	41.1869	42.36367	40.46346	42.41106	44.59281	45.31956	48.05376	50.51998	52.43074	55.24195	59.44166	63.32112	68.14668	72.50363	69.51637	72.23677	74.30744	75.51089	67.89233	69.99347	70.09949	69.89639	71.35536	68.18343	66.08756	67.25575	70.25215	69.11972	67.43864	66.98923	57.99187	57.28446	58.97845	57.22749	60.67064	58.98005	57.9177	52.97229	62.08467	52.70839	44.89302	44.5788	49.01308	46.86299	47.83709	47.94768	49.01678	50.36463	52.88199	52.17094	49.52063	61.77829	63.30263	61.25255	57.64013	67.08208	68.77432	67.78378	69.111	64.537	71.67903	74.29477	61.77005	62.61563	65.0686	66.2087	67.95273	70.9091	66.53569	64.15657	68.27142	66.84504	68.50642	68.20535	63.67791	63.07511	62.28842	60.36871	57.4021	56.50935	57.39702	61.66219	51.46878	53.69489	54.76159	57.37037	54.47144	54.29858	54.92499	56.6716	63.49219	67.50488	65.97752	63.48711	64.87957	61.71147	61.6864	64.84252	72.2897	65.55569	65.23037	59.83923	58.0952	52.05487	47.13136	45.67607	42.84852	44.56773	44.63162	42.17028	40.87831	42.94014	42.37879	42.86959	43.1082	41.34173	40.93913	40.48965	41.43012	43.77342	44.98389	46.9828	41.49464	41.46259	42.31966	42.2421	40.86625	41.57038	40.40266	42.66457	45.55039	45.01741	45.29764	45.25794	44.196	44.1796	43.81635
FIPM	NA	NA	NA	NA	23.34922	22.71038	31.97568	26.34124	28.76387	27.74874	28.75809	33.51762	34.838	32.86216	27.13626	25.77417	24.97871	22.14355	27.0982	37.67652	32.65138	36.15105	32.67472	35.86426	31.36784	33.52274	38.80784	32.95191	34.8361	37.3198	36.54224	33.90415	35.7597	35.97924	34.78423	37.45388	36.90828	33.91911	31.20617	35.82605	24.35769	30.95202	30.93559	37.11329	35.37982	34.92953	40.09556	36.13372	37.58404	42.39779	41.80114	40.91006	45.85768	46.84021	44.39298	48.00904	47.26148	57.337	55.56393	63.63717	64.77772	69.00411	67.75023	67.4612	69.38135	65.2868	66.20087	65.91652	53.34857	60.64678	63.86007	65.10268	66.87543	67.96851	73.08606	66.49754	67.72108	69.68192	73.81218	76.71432	80.4836	71.44558	79.24702	84.25082	74.8716	80.35314	77.20189	70.38319	83.13274	79.17859	69.26285	71.00768	79.28014	81.57592	85.37811	91.5954	88.94693	88.15642	94.67252	104.3799	88.13895	93.36645	96.62138	101.7736	101.4485	106.4932	115.5574	113.4655	125.0393	124.7828	122.7294	118.9646	132.7039	121.7759	117.8563	124.3629	127.2184	133.7674	138.0411	136.3614	128.7384	138.2512	133.0868	138.7795	141.5634	134.5944	130.7653	131.5905	142.4716	122.1648	131.7423	142.0602	127.7085	137.7065	143.863	146.508	134.4997	148.3289	152.1002	152.7612	159.1156	182.5721	169.7614	160.0517	180.9902	173.9552	168.0183	171.3969	179.4321	182.7548	185.8356	179.2649	177.0514	151.0323	175.2381	150.1565	149.8989	158.112	159.3604	152.3389	138.7603	147.928	144.9022	145.4181	158.2739	154.8696	157.1389	155.6096	164.4172	162.431	176.1838	170.7046	173.6221	171.6349	171.3564	174.5476	180.2739	184.1357	176.7589	179.5486	182.4722	187.702	189.2631	205.2456	190.8297	197.5847	206.4479
FIPMXE	22.048	22.04466	21.89933	21.65953	20.60096	19.84542	29.13773	23.4718	25.9662	24.96959	25.96542	30.63818	31.79385	29.70792	23.9308	22.57064	21.83959	18.91477	23.6235	33.82777	28.26864	31.45218	27.91547	31.25886	27.1066	29.58791	35.14028	29.34476	31.28614	33.8422	33.10306	30.47198	32.57829	32.84598	31.57061	34.15293	33.2822	30.16009	27.49278	32.46348	21.21464	28.05885	27.74109	33.34877	30.21719	28.98283	34.10835	30.28849	32.61363	38.22351	38.11569	37.57411	42.91186	43.97268	41.3081	44.79454	43.56507	53.55416	51.18877	59.08423	59.73394	63.89077	62.55825	62.41005	64.90668	60.97491	62.09799	61.78938	48.62313	55.91004	58.79339	59.44305	60.33504	60.89859	66.18661	59.75175	61.81464	63.93589	67.53448	69.0974	87.1246	65.33978	72.30801	59.08741	75.39156	73.2702	73.79383	66.4418	79.64989	69.90316	69.00564	68.49432	74.47834	79.51549	85.13995	86.91653	85.43075	82.31311	90.89893	97.3894	82.93232	85.59048	92.79559	96.3028	99.49293	98.32415	113.1474	108.1489	113.2299	119.4332	126.4122	116.0131	120.482	115.906	114.2522	127.3094	113.0554	129.8297	133.2604	140.1357	123.1379	132.8821	133.7243	128.4888	133.5552	125.8709	129.0498	126.2327	132.9695	124.3577	132.3312	125.3216	128.111	131.3952	138.4471	141.9394	133.9884	137.7691	146.5959	146.9371	155.2079	168.5788	167.7955	157.8465	166.4684	167.2802	158.6052	160.107	168.9956	168.5802	170.9293	163.1458	134.9836	129.5976	146.7407	126.5266	130.3355	127.5719	147.1384	137.1337	138.8607	132.6788	135.7465	143.8371	146.6306	138.4164	143.3684	141.8181	153.8801	145.9637	150.3503	159.2917	147.9049	149.6644	147.6969	152.5169	156.2518	155.2761	161.024	168.0127	176.2619	176.7074	175.121	189.9384	187.2606	180.5935	178.6029
FIT	-1.646148	-0.3201211	0.03629444	0.726552	0.1985262	0.2785398	0.3007821	0.6698364	-0.0680723	-0.1227959	0.8140655	-0.05717529	0.6725713	0.4648032	0.1892024	-0.5684642	-0.753192	-0.563641	-0.1674675	-0.1590403	0.1336749	-0.1117946	-0.7278175	0.003178444	0.4840794	0.3077049	-0.9212282	0.3073944	1.054822	0.03653711	0.2260777	-0.5147926	0.2624686	0.4007578	-1.336146	-1.116447	-1.492556	-0.5754054	0.3296868	-0.4613781	-1.062304	-1.756997	0.6482041	0.9590864	-0.2906728	-0.2449193	-0.3538529	-0.08764494	0.08893123	-0.5041113	-0.7699777	-0.8789699	-0.4396728	-0.2331633	-0.4839983	-0.7285779	-0.6041375	-0.1848764	-0.2988858	0.5203237	-0.918235	-1.102907	-0.1296411	-0.1366742	-0.6942702	-0.5017772	-1.108517	-1.019615	-0.2242876	0.09291132	-0.5786611	-0.5484285	0.01234359	-0.1158005	0.08479194	-0.3750457	0.6724699	0.1720181	0.583241	0.5033202	-0.6428093	-0.6236489	-0.07252478	0.6475192	-0.002529443	-0.3773929	-0.1827022	-0.0254567	0.124102	-0.3136774	0.3636145	0.4385515	-0.06636166	-0.8828735	0.2444756	-0.04154963	0.01463835	0.1270258	0.4840398	0.6935042	0.1898234	-0.004174341	0.563667	0.4007222	0.08106161	0.008502152	-0.1250166	-0.184124	0.4379695	0.6322892	0.4361301	-0.01634755	0.4714719	0.6895553	0.3675272	-0.1049379	0.1712119	0.516694	0.3563501	0.4681066	-0.9745275	-0.823496	0.8507908	0.7247543	-0.124184	0.1196041	-0.4879763	0.4158453	-0.3066786	-0.3301875	0.3656066	0.1847822	0.2382597	-0.6401767	0.2507114	0.171607	-0.1670854	-0.1933324	0.0990705	-0.1672703	0.1642584	-0.1465531	0.1473602	0.1319956	0.03541056	-0.181113	-0.1576346	-0.2262751	-0.06768613	0.03368939	0.05964169	0.02154904	0.1553519	0.2090744	0.1123584	0.04855982	0.03994697	-0.07616411	-0.06984581	-0.106485	-0.216672	-0.071192	-0.105856	-0.167708	-0.04160571	0.09158774	-0.01837349	-0.01908237	-0.5651138	-0.1821322	0.2576873	0.02791891	-0.358591	0.04304306	-0.3085099	0.01447153	-0.08930884	0.3267001	-0.2827691	0.1413336	-0.001771534	-0.1005701	-0.04748399	-0.1065682	0.09560499	0.4173563	-0.3687274
FIY	1.994292	2.036784	2.089316	2.163414	2.270308	2.357626	2.445191	2.477668	2.511749	2.544581	2.589491	2.69695	2.808836	2.857132	2.825595	2.740265	2.594332	2.585421	2.758227	3.077933	3.53693	3.843891	3.937244	3.866073	3.616757	3.462231	3.371535	3.326854	3.37101	3.331766	3.20993	3.025557	2.7372	2.549919	2.449174	2.423363	2.501616	2.508408	2.471786	2.405367	2.234789	2.201657	2.245654	2.413611	2.641555	2.709553	2.656763	2.43432	2.064574	1.835876	1.739717	1.777025	1.994586	2.177391	2.33041	2.459663	2.579963	2.80122	3.098184	3.527588	3.978587	4.253636	4.35708	4.32073	4.02465	3.873053	3.835776	3.914101	3.99707	4.266714	4.608077	5.046829	5.678014	6.039834	6.046948	5.695342	4.979873	4.891236	5.313422	6.239281	-3.272923	4.823597	5.473494	17.60195	0.3463024	5.312625	2.929485	3.20913	3.57497	7.226207	1.450448	2.972608	4.694102	2.943095	1.781672	4.697554	3.646291	4.962252	3.715282	6.042536	4.352309	6.152183	3.84443	5.126368	3.072346	7.19605	4.084747	5.947219	10.37932	6.558962	1.05209	4.810793	10.63528	6.384917	4.888484	1.277291	11.58873	5.93106	6.576223	1.46906	6.509717	6.583524	2.904606	9.1101	7.786023	7.822672	3.726599	5.671589	8.264641	1.10071	2.421105	12.54241	2.833654	7.08066	6.876209	6.477052	3.736389	9.590695	6.932759	7.115459	6.254604	12.8835	5.499214	5.276214	14.54189	8.327244	10.0267	11.31327	10.50318	13.60388	14.04385	14.69309	36.14571	18.05499	24.91803	20.59543	16.41557	28.79396	9.353091	12.70585	-2.468757	12.62428	6.186736	-1.819243	7.629438	12.0312	9.320528	9.473983	6.604284	12.4505	21.32339	6.317778	19.58584	14.98966	16.37629	14.77192	17.29989	22.70715	9.892728	6.152436	3.296373	7.772002	10.65948	11.87369	1.668295	12.95782	22.15075
FKHOE	1354.29	1316.219	1347.694	1368.937	1396.095	1449.547	1497.628	1536.022	1442.169	1513.695	1471.181	1446.47	1374.63	1250.196	1278.205	1323.989	1571.878	1614.325	1681.167	1744.611	1716.796	1676.889	1646.196	1643.371	1621.898	1620.752	1596.091	1600.539	1636.982	1620.68	1651.224	1589.959	1673.437	1646.182	1568.159	1587.871	1588.036	1556.453	1523.041	1519.553	1512.312	1499.99	1466.216	1529.014	1446.136	1499.255	1534.64	1596.724	1725.899	1814.277	1889.287	1984.674	2103.483	2056.617	2024.47	1999.935	1897.544	1975.719	2045.088	2075.229	2128.587	2086.971	1982.739	1887.841	1581.17	1512.98	1447.954	1399.659	1426.233	1472.188	1535.303	1610.475	1670.583	1679.977	1672.025	1617.574	1659.987	1656.298	1645.123	1622.295	1694.806	1828.167	1860.073	1876.875	1950.256	1940.608	1924.416	1927.424	2047.102	2101.894	2126.12	2144.095	2228.664	2246.656	2249.573	2278.374	2232.303	2258.836	2275.501	2354.231	2226.228	2247.998	2280.947	2454.818	2228.676	2298.51	2336.619	2328.213	2414.229	2312.609	2309.47	2240.283	2148.116	2093.989	2149.218	2040.082	2042.179	2025.708	1989.29	2012.592	2056.66	2066.126	2085.981	2137.083	2084.901	2095.207	2130.763	2186.129	2237.999	2226.184	2187.535	2346.669	2367.101	2358.558	2497.594	2456.729	2556.829	2496.505	2513.918	2475.331	2470.015	2568.769	2422.868	2384.389	2255.966	2264.281	2168.874	2221.468	2183.22	2070.147	1964.548	1889.572	2100.448	1988.807	2020.982	2200.486	2171.966	2263.087	2439.667	2454.046	2429.924	2453.797	2477.823	2447.739	2535.128	2508.01	2615.013	2599.29	2580.119	2665.77	2685.206	2805.323	2725.484	2722.379	2726.497	2793.38	2960.205	2957.917	2852.605	2819.682	2937.361	2916.878	3009.955	3071.847	3054.254	3030.145	2981.566
FLOB	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494	1.27	1.604	2.279	2.623	2.673	2.729	2.748	2.759	2.76	2.792	2.962	2.98	3.054	3.12	3.175	3.193	3.265	3.464	3.787	3.998	4.328	3.934	4.409999	4.305999	4.111	3.967999	3.836999	3.789	3.69	3.560999	3.231999	3.244999	4.801	5.167998	7.390998	7.208998	7.979997	7.998997	10.37099	11.66699	12.15299	13.09899	13.73799	13.99199	14.20899	14.77499	15.46499	16.96	16.935	16.529	16.529	16.529	16.651	17.06	16.984	16.974	16.971	16.92	16.656	17.595	16.368	16.495	15.91799	18.07	14.94299	15.66099	16.879	12.19099	9.172998	8.295998	7.422998	6.328998	6.129998	5.415998	6.312998	7.243998	6.014998	6.205998	9.456998	10.20399	11.12199	12.26699	17.171	16.732	17.932	18.732	21.332	18.432	17.632	19.732	23.832	23.332	26.132	28.232	27.932	28.832	26.732	28.232	30.032	34.432	37.432	40.632	35.932	35.032	37.432	37.932	36.232	36.632	39.532	39.632	41.732	42.932	42.032	45.032	51.332	53.732	56.432	53.732	53.232	53.332	60.232	68.132	65.832	65.342	67.182	65.782	64.032	65.502	63.842	64.032	63.782	61.222	60.302	60.762	64.612	60.332	59.112	68.05199	65.972	62.202	57.982	53.972	54.052	57.302	56.892	51.892	46.222	46.112	51.022	56.222	61.612	54.192	52.462	54.042	53.742	53.222	53.392	44.712	43.862	44.392	44.232	31.612	31.722	32.442
FLOG	6.664	6.664	6.664	6.664	6.804	6.935	7.325	7.804999	8.096999	8.313999	8.465999	8.77	8.884999	9.615999	9.406999	9.514999	9.443999	9.582999	9.935999	9.899999	13.03399	15.35799	19.034	19.824	22.401	26.039	26.062	28.07	31.025	31.747	33.952	34.049	36.24	36.30099	36.675	38.283	39.532	41.944	44.491	45.022	46.797	47.884	49.062	50.07899	53.491	53.403	61.43399	66.12499	74.20599	73.45099	73.58599	76.731	73.70899	72.53899	81.27699	64.64199	67.28999	70.85099	68.68599	69.26099	69.11699	72.55699	91.44899	102.2269	117.7629	117.4139	118.452	116.8809	116.4069	117.0229	115.7709	107.2459	101.8939	101.4979	97.35099	103.217	106.647	104.23	108.3059	109.6319	99.24199	95.60699	88.66999	82.44699	79.61099	75.73	82.674	94.31099	105.5529	100.6279	163.488	152.519	129.711	125.736	123.776	120.076	118.503	115.206	105.475	100.209	95.815	94.848	94.785	95.194	95.397	95.635	95.157	95.038	89.05	84.356	91.418	73.349	74.838	73.92	79.06	74.873	68.644	67.232	67.745	69.638	68.21	71.231	71.327	68.714	69.668	72.678	74.741	68.728	66.494	79.504	73.097	68.547	82.566	79.998	76.455	68.567	81.38	77.149	74.17	74.823	74.136	75.058	73.148	64.346	68.574	59.794	58.75	53.897	55.019	55.477	52.397	117.557	122.982	145.216	143.595	124.209	120.305	104.393	101.362	98.285	121.177	123.491	130.414	95.47	83.384	76.144	75.671	73.45	54.885	62.89	62.436	59.724	44.167	43.932	43.358	42.189	41.147	31.31	27.204	15.709	5.996	-2.853	-5.475	-5.753	-14.2	-14.478	-14.81
FLOGK	0	0	0	0	0	0	0	6.282996	7.468136	7.387268	7.449831	6.326995	6.386435	7.268542	7.0296	7.279995	7.427842	7.53504	7.274079	7.203996	10.44678	13.24758	15.51566	16.445	19.00764	22.47321	22.34596	24.41	27.05386	27.96111	30.16007	29.139	33.77751	32.39177	32.44366	35.744	38.94994	40.02665	43.07666	45.346	49.85392	54.41687	54.80251	57.521	65.23243	66.06388	75.64746	79.14198	88.75019	92.75554	96.65209	102.5149	97.52284	100.4301	113.4838	98.59299	103.1279	103.5767	96.89025	92.92999	90.52534	93.44477	111.5014	119.9129	128.4736	128.1425	129.1271	127.6369	134.0309	134.678	133.3584	124.3729	119.0209	118.6249	114.4779	120.3439	123.7739	121.3569	125.4329	126.7589	116.3689	112.7339	105.7969	99.57398	96.73798	92.85699	99.80099	111.4379	122.6799	117.7549	180.615	169.646	146.838	142.863	140.903	137.203	135.63	132.333	122.6019	117.3359	112.9419	111.9749	111.9119	112.3209	112.5239	112.7619	112.2839	112.1649	106.1769	101.4829	108.5449	90.47598	91.96498	91.04698	96.18698	91.99998	85.77098	84.35899	84.87199	86.76498	85.33698	88.35799	88.45399	85.84099	86.79498	89.80499	91.86798	85.85499	83.62099	96.63098	90.22398	85.67398	99.69299	97.12498	93.58199	85.69398	98.50698	94.27599	91.29698	91.94998	91.26299	92.18498	90.27499	81.47298	85.70098	76.92098	75.87698	71.02399	72.14598	72.60398	69.52399	134.684	140.109	162.343	160.722	141.336	137.432	121.5199	118.4889	115.4119	138.304	140.618	147.541	112.5969	100.5109	93.27098	92.79798	90.57698	72.01199	80.01698	79.56298	76.85098	61.29398	61.05898	60.48499	59.31598	58.27398	48.43699	44.33099	32.83598	23.12298	14.27398	11.65198	11.37398	2.926984	2.648984	2.316984
FLOL	2.456	2.456	2.456	2.456	2.586	2.554	2.759	2.124	2.097	2.051	2.037	2.011	1.966	1.95	1.917	2.168	2.312	2.278	2.399	2.522	2.596	2.694	2.619	2.746	2.839	2.808	2.932	2.896	2.853	3.053	3.161	3.297	3.183	3.304	3.542	3.533	3.481	3.802	3.834	4.129	4.124	4.603	4.61	4.750999	4.84	5.255	5.408999	5.631	5.462999	5.468999	5.946	5.796999	6.064	6.014999	6.080999	6.03	6.482999	6.48	6.127999	6.618	6.458	6.23	6.709	6.677	7.544	7.289999	7.3	8.383999	8.489999	9.371999	9.522999	11.03999	11.96999	12.44599	13.02099	13.48999	13.57299	14.54099	14.75599	14.87699	15.16599	15.54599	15.05299	15.37999	17.352	17.782	17.637	17.186	18.321	18.703	17.992	19.29	21.654	22.941	22.079	21.251	21.428	21.187	20.629	20.925	20.842	20.641	20.152	19.78	19.444	19.314	19.195	18.977	18.916	19.021	19.057	18.566	18.632	17.955	17.711	17.519	17.449	16.969	16.96	16.455	15.404	15.267	15.329	15.341	14.471	13.848	13.841	13.784	13.231	13.204	13.195	12.673	12.663	12.168	12.161	12.172	12.1733	12.1733	12.174	12.1747	12.177	12.444	12.4451	12.4458	12.44664	12.48542	12.48542	12.48542	12.48627	12.48627	12.48627	12.48627	12.48692	12.48692	12.48692	12.48692	12.48736	12.48736	12.48736	12.48736	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894	12.4894
FLOLK	0	0	0	0	0	0	0	1.795	0.7548642	1.026443	1.102268	2.466	2.466915	2.330479	2.318744	2.467	2.57411	2.545848	2.774054	2.903	2.97248	3.056317	3.016635	3.141	3.223082	3.075329	3.114104	3.111	2.998369	3.234794	3.341563	3.259	3.412652	3.390555	3.595576	3.77	3.550899	3.980778	3.970966	4.129	4.376511	5.16487	5.095666	5.397	5.695845	6.154043	6.386098	6.553	6.439707	6.596781	7.19424	7.138	7.391545	7.372354	7.470065	7.431	7.881235	7.882944	7.537548	8.034	7.837111	7.600777	8.067286	8.004	9.200773	8.937331	8.947703	10.072	9.162439	9.956433	10.09236	11.458	12.388	12.864	13.439	13.908	13.991	14.959	15.174	15.295	15.584	15.964	15.471	15.798	17.77	18.2	18.055	17.604	18.739	19.121	18.41	19.708	22.072	23.359	22.497	21.669	21.846	21.605	21.047	21.343	21.26	21.059	20.57	20.198	19.862	19.732	19.613	19.395	19.334	19.439	19.475	18.984	19.05	18.373	18.129	17.937	17.867	17.387	17.378	16.873	15.822	15.685	15.747	15.759	14.889	14.266	14.259	14.202	13.649	13.622	13.613	13.091	13.081	12.586	12.579	12.59	12.5913	12.5913	12.592	12.5927	12.595	12.862	12.8631	12.8638	12.86464	12.90342	12.90342	12.90342	12.90427	12.90427	12.90427	12.90427	12.90492	12.90492	12.90492	12.90492	12.90536	12.90536	12.90536	12.90536	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074	12.9074
